type,date,amount,id,name,memo,source,category,spend_type,vendor,month,year,amount_inv
DEBIT,2025-09-12,-27.4,1000030272813366D,Point Of Sale Withdrawal,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,$27.40 
CREDIT,2025-09-12,7.27,1000030272813365C,Point Of Sale Deposit,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,($7.27)
DEBIT,2025-09-12,-165.09,1000030272813364D,Point Of Sale Withdrawal,LS The Vancouver Fish VancouverBCCA,beem_ch,food & bev,,,09-2025,2025,$165.09 
DEBIT,2025-09-12,-10,1000030272813363D,Point Of Sale Withdrawal,SQ *VANCOUVER FRINGE T VancouverBCCA,beem_ch,entertainment,,,09-2025,2025,$10.00 
DEBIT,2025-09-12,-1000,2.52552E+16,SEND E-TFR ***ytC,,td_ch,gifts/donations,,,09-2025,2025,"$1,000.00 "
CREDIT,2025-09-12,388,2025-08-20~2025-09-15~1930235,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,09-2025,2025,($388.00)
DEBIT,2025-09-13,-2,1000030272813372D,ATM Foreign Transaction Fee,,beem_ch,int/bank chg/tax,,,09-2025,2025,$2.00 
DEBIT,2025-09-13,-34.2,1000030272813371D,Point Of Sale Withdrawal,HASTINGS RACECOURSE VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$34.20 
DEBIT,2025-09-13,-205.99,1000030272813370D,ATM Withdrawal,HASTINGS RACECOURSEVANCOUVERBCCA,beem_ch,recreation/educ,,,09-2025,2025,$205.99 
DEBIT,2025-09-13,-13.16,1000030272813369D,Point Of Sale Withdrawal,SQ *ZAMEEN ART HOUSE VancouverBCCA,beem_ch,food & bev,,,09-2025,2025,$13.16 
DEBIT,2025-09-13,-23.94,1000030272813368D,Point Of Sale Withdrawal,SQ *GOOD DOGS VancouverBCCA,beem_ch,food & bev,,,09-2025,2025,$23.94 
DEBIT,2025-09-13,-50.79,1000030272813367D,Point Of Sale Withdrawal,TST-Granville Island B VancouverBCCA,beem_ch,food & bev,,,09-2025,2025,$50.79 
DEBIT,2025-09-13,-14.41,2.02509E+14,EvoCarShare,EvoCarShare,cap_one_visa,auto/local trans,,,09-2025,2025,$14.41 
DEBIT,2025-09-13,-69.23,7.40387E+22,Rebel186-662-0711 ON,,scotia_visa,business,,,09-2025,2025,$69.23 
DEBIT,2025-09-15,-18.9,1000030272813376D,Point Of Sale Withdrawal,SHINE AUTO WASH VANCOUVERBCCA,beem_ch,auto/local trans,discretionary,Shine carwash,09-2025,2025,$18.90 
DEBIT,2025-09-15,-115.81,1000030272813375D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$115.81 
DEBIT,2025-09-15,-146.14,1000030272813374D,External Withdrawal,Auto Insurance Insurance Corporation of BC 036950732640,beem_ch,auto/local trans,,ICBC,09-2025,2025,$146.14 
CREDIT,2025-09-15,2037.91,1000030272813373C,External Deposit,Rent/Leases VANTAGE WEST-NEW TRUST AR4070,beem_ch,rental inc,,,09-2025,2025,"($2,037.91)"
DEBIT,2025-09-15,-6.02,2.02509E+14,EvoCarShare,EvoCarShare,cap_one_visa,auto/local trans,,,09-2025,2025,$6.02 
DEBIT,2025-09-15,-27.99,2.02509E+12,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,business,bus - fixed,ChatGPT,09-2025,2025,$27.99 
DEBIT,2025-09-15,-12.31,2025-08-20~2025-09-15~1248225,Amazon Channels,,td_visa,entertainment,,,09-2025,2025,$12.31 
CREDIT,2025-09-15,1446,2025-08-20~2025-09-16~1817163,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,09-2025,2025,"($1,446.00)"
DEBIT,2025-09-15,-5.5,2025-08-20~2025-09-17~1758020,IMPARK00011928U,,td_visa,auto/local trans,,,09-2025,2025,$5.50 
DEBIT,2025-09-16,-37.76,2.02509E+14,DD/DOORDASHTHEPERIPERI,DD/DOORDASHTHEPERIPERI,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$37.76 
DEBIT,2025-09-17,-33.09,1000030272813377D,Point Of Sale Withdrawal,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,$33.09 
DEBIT,2025-09-17,-15.38,2.02509E+14,INTEREST CHARGES,INTEREST CHARGES,cap_one_visa,int/bank chg/tax,,,09-2025,2025,$15.38 
DEBIT,2025-09-18,-150.1,1000030272813378D,Point Of Sale Withdrawal,TST-Nook Restaurant - VancouverBCCA,beem_ch,food & bev,nec - discretionary,Nook,09-2025,2025,$150.10 
DEBIT,2025-09-18,-35.53,2.02509E+14,DD/DOORDASHMEETONMAIN,DD/DOORDASHMEETONMAIN,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$35.53 
DEBIT,2025-09-18,-5.59,2025-08-20~2025-09-18~1758232,PrimeVideo.c*KT89N2NH3,,td_visa,entertainment,,,09-2025,2025,$5.59 
DEBIT,2025-09-19,-23.09,1000030272813380D,Point Of Sale Withdrawal,LIBERTY WINE MERCHANTS VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$23.09 
DEBIT,2025-09-19,-37.41,1000030272813379D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$37.41 
DEBIT,2025-09-19,-5.5,2025-09-20~2025-09-22~1218403,IMPARK00011928U,,td_visa,auto/local trans,,,09-2025,2025,$5.50 
DEBIT,2025-09-20,-175.53,1000030272813381D,Point Of Sale Withdrawal,CHOICES WEST 16TH #460 VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$175.53 
DEBIT,2025-09-20,-36.65,2.02509E+14,DD/DOORDASHCACTUSCLUBC,DD/DOORDASHCACTUSCLUBC,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$36.65 
DEBIT,2025-09-20,-32.54,7.40387E+22,Rebel186-662-0711 ON,,scotia_visa,business,,,09-2025,2025,$32.54 
DEBIT,2025-09-20,-1.85,2025-09-20~2025-09-22~1218423,ZIPBY,,td_visa,auto/local trans,,,09-2025,2025,$1.85 
DEBIT,2025-09-20,-1.85,2025-09-20~2025-09-22~1218413,ZIPBY,,td_visa,auto/local trans,,,09-2025,2025,$1.85 
DEBIT,2025-09-21,-500,1000030272813382D,Bill Payment,"Capital One Mastercard, Confirmation 60266261",beem_ch,transfer/pmt,,,09-2025,2025,$500.00 
DEBIT,2025-09-22,-14.54,1000030272813384D,Point Of Sale Withdrawal,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,09-2025,2025,$14.54 
DEBIT,2025-09-22,-44.15,1000030272813383D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$44.15 
CREDIT,2025-09-22,500,2.02509E+14,PAYMENT,PAYMENT,cap_one_visa,transfer/pmt,,,09-2025,2025,($500.00)
DEBIT,2025-09-22,-73.32,2.02509E+12,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$73.32 
DEBIT,2025-09-22,-3.35,2025-09-20~2025-09-22~1218433,Ad free for PrimeVideo,,td_visa,entertainment,disc - fixed,,09-2025,2025,$3.35 
DEBIT,2025-09-23,-127.52,1000030272813385D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$127.52 
DEBIT,2025-09-23,-5.5,2025-09-20~2025-09-25~1802319,IMPARK00011928U,,td_visa,auto/local trans,,,09-2025,2025,$5.50 
DEBIT,2025-09-24,-23.09,1000030272813387D,Point Of Sale Withdrawal,LIBERTY WINE MERCHANTS VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$23.09 
DEBIT,2025-09-24,-68.78,1000030272813386D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$68.78 
DEBIT,2025-09-24,-27.51,2.02509E+14,DD/DOORDASHTHEPERIPERI,DD/DOORDASHTHEPERIPERI,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$27.51 
DEBIT,2025-09-24,-5.5,2025-09-20~2025-09-25~1802329,IMPARK00011928U,,td_visa,auto/local trans,,,09-2025,2025,$5.50 
DEBIT,2025-09-25,-12.45,1000030272813388D,Point Of Sale Withdrawal,Store VancouverBCCA,beem_ch,food & bev,,,09-2025,2025,$12.45 
DEBIT,2025-09-25,-151.91,2025-09-20~2025-09-25~1802349,VANCOUVER IS AWESOME S,seawall 10k registration,td_visa,recreation/educ,,,09-2025,2025,$151.91 
DEBIT,2025-09-25,-75.95,2025-09-20~2025-09-25~1802339,VANCOUVER IS AWESOME S,seawall 10k registration,td_visa,recreation/educ,,,09-2025,2025,$75.95 
DEBIT,2025-09-25,-3.4,2025-09-20~2025-09-26~1805488,STAPLES STORE #223,will print,td_visa,supplies/services,,,09-2025,2025,$3.40 
DEBIT,2025-09-25,-5.75,2025-09-20~2025-09-26~1805478,STAPLES STORE #223,will print,td_visa,supplies/services,,,09-2025,2025,$5.75 
DEBIT,2025-09-25,-25,2025-09-20~2025-09-26~1805458,FLO SERVICES,,td_visa,auto/local trans,nec - fixed,Flo - chg,09-2025,2025,$25.00 
DEBIT,2025-09-25,-11.19,2025-09-20~2025-09-26~1805448,Amazon.ca Prime Member,,td_visa,entertainment,disc - fixed,,09-2025,2025,$11.19 
DEBIT,2025-09-26,-16.8,1000030272813394D,Point Of Sale Withdrawal,SHINE AUTO WASH VANCOUVERBCCA,beem_ch,auto/local trans,discretionary,Shine carwash,09-2025,2025,$16.80 
DEBIT,2025-09-26,-11.19,1000030272813393D,Point Of Sale Withdrawal,SQ *BLUE PARROT COFFEE VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$11.19 
DEBIT,2025-09-26,-39.53,1000030272813392D,Point Of Sale Withdrawal,SQ *BENTON BROTHERS FI VanouverBCCA,beem_ch,food & bev,,,09-2025,2025,$39.53 
DEBIT,2025-09-26,-31.5,1000030272813391D,Point Of Sale Withdrawal,LONGLINER SEAFOODS LTD VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$31.50 
DEBIT,2025-09-26,-60.25,1000030272813390D,Point Of Sale Withdrawal,MAIN STREET BREWING CO VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$60.25 
DEBIT,2025-09-26,-2.5,1000030272813389D,Point Of Sale Withdrawal,AIR-SERV A PS609419 VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$2.50 
DEBIT,2025-09-26,-30.61,7.40834E+22,HOSTPAPABURLINGTON ON,,scotia_visa,business,,,09-2025,2025,$30.61 
DEBIT,2025-09-26,-54.88,2025-09-20~2025-09-26~1805468,WILLFUL,will sign,td_visa,supplies/services,,,09-2025,2025,$54.88 
DEBIT,2025-09-26,-2120.08,2025-09-20~2025-09-29~1242106,EXPEDIA 73254304747235,,td_visa,travel/transport,,,09-2025,2025,"$2,120.08 "
DEBIT,2025-09-27,-131.5,1000030272813395D,Point Of Sale Withdrawal,KELOWNA BEER INSTITUTE KELOWNABCCA,beem_ch,food & bev,,,09-2025,2025,$131.50 
DEBIT,2025-09-27,-3.35,2.02509E+14,IMPARK00010670H,IMPARK00010670H,cap_one_visa,auto/local trans,,,09-2025,2025,$3.35 
DEBIT,2025-09-27,-39.26,2.02509E+14,DD/DOORDASHJUKEFRIEDCH,DD/DOORDASHJUKEFRIEDCH,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$39.26 
DEBIT,2025-09-27,-9.67,2025-09-20~2025-09-29~1242126,TESLA,,td_visa,travel/transport,nec - discretionary,Tesla - chg,09-2025,2025,$9.67 
DEBIT,2025-09-27,-8.6,2025-09-20~2025-09-29~1242116,TESLA,,td_visa,travel/transport,nec - discretionary,Tesla - chg,09-2025,2025,$8.60 
DEBIT,2025-09-28,-14.65,1000030272813396D,Point Of Sale Withdrawal,Jo-West Enterprises LT West KelowBCCA,beem_ch,food & bev,,,09-2025,2025,$14.65 
DEBIT,2025-09-28,-8.79,2025-09-20~2025-09-29~1242136,TESLA,,td_visa,travel/transport,nec - discretionary,Tesla - chg,09-2025,2025,$8.79 
DEBIT,2025-09-29,-110.88,1000030272813399D,Point Of Sale Withdrawal,ANH AND CHI RESTAURANT VANCOUVERBCCA,beem_ch,food & bev,,,09-2025,2025,$110.88 
DEBIT,2025-09-29,-55.67,1000030272813398D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,09-2025,2025,$55.67 
DEBIT,2025-09-29,-11.49,1000030272813397D,Point Of Sale Withdrawal,TST-The Juice Truck- W VancouverBCCA,beem_ch,food & bev,,,09-2025,2025,$11.49 
DEBIT,2025-09-29,-10.49,2.02509E+12,DOORDASHDASHPASS,DOORDASHDASHPASS,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$10.49 
DEBIT,2025-09-29,-24.63,2.02509E+12,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,entertainment,disc - fixed,Crave,09-2025,2025,$24.63 
DEBIT,2025-09-29,-145.6,2.52722E+16,Telus Comm BPY,,td_ch,utilities,,,09-2025,2025,$145.60 
DEBIT,2025-09-29,-3.95,2.52731E+16,MONTHLY ACCOUNT FEE,,td_ch,int/bank chg/tax,,,09-2025,2025,$3.95 
DEBIT,2025-09-29,-12.36,2025-09-20~2025-09-29~1242156,TESLA,,td_visa,travel/transport,nec - discretionary,Tesla - chg,09-2025,2025,$12.36 
DEBIT,2025-09-29,-9.69,2025-09-20~2025-09-29~1242146,TESLA,,td_visa,travel/transport,nec - discretionary,Tesla - chg,09-2025,2025,$9.69 
DEBIT,2025-09-29,-1.15,2025-09-20~2025-10-01~1851047,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,09-2025,2025,$1.15 
DEBIT,2025-09-29,-2.15,2025-09-20~2025-10-01~1851037,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,09-2025,2025,$2.15 
DEBIT,2025-09-29,-5.5,2025-09-20~2025-10-01~1851027,IMPARK00011928U,,td_visa,auto/local trans,,,09-2025,2025,$5.50 
DEBIT,2025-09-30,-14.55,2.02509E+14,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,cap_one_visa,entertainment,disc - fixed,,09-2025,2025,$14.55 
DEBIT,2025-09-30,-73.32,2.02509E+14,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,nec - discretionary,Doordash,09-2025,2025,$73.32 
DEBIT,2025-09-30,-2.45,2025-09-20~2025-10-01~1851017,IMPARK CANVERRUSPBP,,td_visa,auto/local trans,,,09-2025,2025,$2.45 
CREDIT,2025-10-01,540.2,1000030272813404C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($540.20)
DEBIT,2025-10-01,-974.19,1000030272813402D,External Withdrawal,Mortgage Home Trust Company 0003142337,beem_ch,rental inc,,,10-2025,2025,$974.19 
DEBIT,2025-10-01,-17.99,1000030272813401D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,10-2025,2025,$17.99 
DEBIT,2025-10-01,-20.8,1000030272813400D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,10-2025,2025,$20.80 
DEBIT,2025-10-01,-14.29,2.0251E+14,"GITHUB, INC.","GITHUB, INC.",cap_one_visa,business,,,10-2025,2025,$14.29 
CREDIT,2025-10-01,189.72,2.52731E+16,WPS-0930S87934,,td_ch,transfer/pmt,,,10-2025,2025,($189.72)
DEBIT,2025-10-01,-360.02,2.52742E+16,KAS 3604 Radius FEE,,td_ch,rental inc,,,10-2025,2025,$360.02 
CHECK,2025-10-01,-2125,2.52751E+16,CHQ#00048-0147396518,,td_ch,rent,,,10-2025,2025,"$2,125.00 "
DEBIT,2025-10-01,-5.5,2025-09-20~2025-10-03~1755542,IMPARK00011928U,,td_visa,auto/local trans,,,10-2025,2025,$5.50 
CREDIT,2025-10-02,27.12,1000030272813416C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($27.12)
DEBIT,2025-10-02,-27.12,1000030272813414D,Point Of Sale Withdrawal,TRATTORIA MERCATTO TORONTOONCA,beem_ch,auto/local trans,,,10-2025,2025,$27.12 
CREDIT,2025-10-02,24.7,1000030272813412C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($24.70)
DEBIT,2025-10-02,-24.7,1000030272813410D,Point Of Sale Withdrawal,UPE EXPRESS PEARSON TV MISSISSAUGONCA,beem_ch,auto/local trans,,,10-2025,2025,$24.70 
CREDIT,2025-10-02,29.07,1000030272813408C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($29.07)
DEBIT,2025-10-02,-29.07,1000030272813406D,Point Of Sale Withdrawal,STARBUCKS PIER C RICHMONDBCCA,beem_ch,food & bev,,,10-2025,2025,$29.07 
DEBIT,2025-10-02,-58.91,2.0251E+14,DD/DOORDASHCACTUSCLUBC,DD/DOORDASHCACTUSCLUBC,cap_one_visa,food & bev,nec - discretionary,Doordash,10-2025,2025,$58.91 
DEBIT,2025-10-02,-15.67,2.0251E+14,TESLA,TESLA,cap_one_visa,entertainment,discretionary,,10-2025,2025,$15.67 
DEBIT,2025-10-02,-34.06,7.45379E+22,Amazon Web Serviceswww.amazon.c,,scotia_visa,business,,,10-2025,2025,$34.06 
CREDIT,2025-10-02,2094.2,2.52752E+16,EMS FR: 9469-6051374,,td_ch,transfer/pmt,,,10-2025,2025,"($2,094.20)"
DEBIT,2025-10-02,-5,2.52752E+16,NSF PAID FEE,,td_ch,int/bank chg/tax,,,10-2025,2025,$5.00 
DEBIT,2025-10-02,-1289.8,2025-09-20~2025-10-02~1813518,EXPEDIA 73259977375425,,td_visa,travel/transport,,,10-2025,2025,"$1,289.80 "
DEBIT,2025-10-02,-4.51,2025-09-20~2025-10-03~1755562,UBER CANADA/UBERTRIP,,td_visa,auto/local trans,,,10-2025,2025,$4.51 
DEBIT,2025-10-02,-22.56,2025-09-20~2025-10-03~1755552,UBER CANADA/UBERTRIP,,td_visa,auto/local trans,,,10-2025,2025,$22.56 
CREDIT,2025-10-03,183.06,1000030272813440C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($183.06)
DEBIT,2025-10-03,-183.06,1000030272813438D,Point Of Sale Withdrawal,DOPAMINA RESTAURANT TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$183.06 
CREDIT,2025-10-03,35.26,1000030272813436C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($35.26)
DEBIT,2025-10-03,-35.26,1000030272813434D,Point Of Sale Withdrawal,THE QUEEN & BEAVER PUB TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$35.26 
CREDIT,2025-10-03,40,1000030272813432C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($40.00)
DEBIT,2025-10-03,-40,1000030272813430D,Point Of Sale Withdrawal,Art Gallery of Ontario TorontoONCA,beem_ch,recreation/educ,,,10-2025,2025,$40.00 
CREDIT,2025-10-03,43.37,1000030272813428C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($43.37)
DEBIT,2025-10-03,-43.37,1000030272813426D,Point Of Sale Withdrawal,DUKE OF YORK TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$43.37 
CREDIT,2025-10-03,38.5,1000030272813424C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($38.50)
DEBIT,2025-10-03,-38.5,1000030272813422D,Point Of Sale Withdrawal,ROYAL ONTARIO MUSEUM TORONTOONCA,beem_ch,auto/local trans,,,10-2025,2025,$38.50 
CREDIT,2025-10-03,12.5,1000030272813420C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($12.50)
DEBIT,2025-10-03,-12.5,1000030272813418D,Point Of Sale Withdrawal,SQ *GOLDSTRUCK COFFEE TorontoONCA,beem_ch,recreation/educ,,,10-2025,2025,$12.50 
DEBIT,2025-10-03,-32.31,2.0251E+14,DD/DOORDASHCACTUSCLUBC,DD/DOORDASHCACTUSCLUBC,cap_one_visa,food & bev,nec - discretionary,Doordash,10-2025,2025,$32.31 
DEBIT,2025-10-03,-3.3,2025-09-20~2025-10-06~1205396,PRESTO FARE/Q6DZBZC6SV,,td_visa,travel/transport,,,10-2025,2025,$3.30 
CREDIT,2025-10-04,16.54,1000030272813460C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($16.54)
DEBIT,2025-10-04,-16.54,1000030272813458D,Point Of Sale Withdrawal,THE QUEEN & BEAVER PUB TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$16.54 
CREDIT,2025-10-04,32.54,1000030272813456C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($32.54)
DEBIT,2025-10-04,-32.54,1000030272813454D,Point Of Sale Withdrawal,FAIRMONT ROYAL YORK HO TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$32.54 
CREDIT,2025-10-04,25.45,1000030272813452C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($25.45)
DEBIT,2025-10-04,-25.45,1000030272813450D,Point Of Sale Withdrawal,STACK'D TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$25.45 
CREDIT,2025-10-04,11.85,1000030272813448C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($11.85)
DEBIT,2025-10-04,-11.85,1000030272813446D,Point Of Sale Withdrawal,GOOD EARTH COFFEEHOUSE TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$11.85 
CREDIT,2025-10-04,9.75,1000030272813444C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($9.75)
DEBIT,2025-10-04,-9.75,1000030272813442D,Point Of Sale Withdrawal,BLACK WOLF COFFEE TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$9.75 
DEBIT,2025-10-04,-640.03,2025-09-20~2025-10-06~1205406,DAPHNE,,td_visa,food & bev,,,10-2025,2025,$640.03 
DEBIT,2025-10-04,-6,2025-09-20~2025-10-06~1205386,VIATORTRIPADVISOR UK,,td_visa,recreation/educ,,,10-2025,2025,$6.00 
CREDIT,2025-10-05,16.15,1000030272813468C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($16.15)
DEBIT,2025-10-05,-16.15,1000030272813466D,Point Of Sale Withdrawal,IMPACT KITCHEN SHERWOO TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$16.15 
CREDIT,2025-10-05,23.93,1000030272813464C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($23.93)
DEBIT,2025-10-05,-23.93,1000030272813462D,Point Of Sale Withdrawal,IMPACT KITCHEN TORONTOONCA,beem_ch,food & bev,,,10-2025,2025,$23.93 
DEBIT,2025-10-06,-3.13,2.0251E+12,GOOGLE *Google One,GOOGLE *Google One,cap_one_visa,utilities,,,10-2025,2025,$3.13 
CREDIT,2025-10-06,2500,2.5279E+16,LB103 TFR-FR 6051374,,td_ch,transfer/pmt,,,10-2025,2025,"($2,500.00)"
CREDIT,2025-10-07,100.1,1000030272813472C,Overdraft Protection Deposit,,beem_ch,transfer/pmt,,,10-2025,2025,($100.10)
DEBIT,2025-10-07,-100.1,1000030272813470D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,nec - fixed,Whole Foods,10-2025,2025,$100.10 
DEBIT,2025-10-07,-5.5,2025-09-20~2025-10-09~1809395,IMPARK00011928U,,td_visa,auto/local trans,,,10-2025,2025,$5.50 
CREDIT,2025-10-08,3000,1000030272813474C,Transfer Deposit,Transfer from 100003077328,beem_ch,transfer/pmt,,,10-2025,2025,-3000
DEBIT,2025-10-08,-60.69,2.0251E+14,DD/DOORDASHMEETONMAIN,DD/DOORDASHMEETONMAIN,cap_one_visa,food & bev,,,10-2025,2025,60.69
DEBIT,2025-10-08,-14.21,2.0251E+14,Spotify P3B4988643,Spotify P3B4988643,cap_one_visa,entertainment,,,10-2025,2025,14.21
DEBIT,2025-10-08,-4.47,2.0251E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,business,,,10-2025,2025,4.47
CREDIT,2025-10-08,300,7.4529E+22,TD TrustTORONTO,,scotia_visa,transfer/pmt,,,10-2025,2025,-300
CREDIT,2025-10-08,700,2.52812E+16,HO405 TFR-FR 6051374,,td_ch,transfer/pmt,,,10-2025,2025,-700
DEBIT,2025-10-08,-300,2.52812E+16,SCOTIA VISA Q4X2H3,,td_ch,transfer/pmt,,,10-2025,2025,300
DEBIT,2025-10-08,-250,2.52812E+16,CAPTL ONE MC Q4X2K5,,td_ch,transfer/pmt,,,10-2025,2025,250
CREDIT,2025-10-09,250,2.0251E+14,PAYMENT,PAYMENT,cap_one_visa,transfer/pmt,,,10-2025,2025,-250
DEBIT,2025-10-09,-27.99,2.0251E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,entertainment,,,10-2025,2025,27.99
DEBIT,2025-10-10,-11.97,2025-09-20~2025-10-14~1610141,AMZN Mktp CA*NF7E91HC1,,td_visa,supplies/services,,,10-2025,2025,11.97
DEBIT,2025-10-11,-123.94,1000030272813475D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,123.94
DEBIT,2025-10-11,-93.55,2025-09-20~2025-10-14~1610151,AMZN Mktp CA*NM33T0FH0,,td_visa,supplies/services,,,10-2025,2025,93.55
DEBIT,2025-10-13,-60.45,1000030272813477D,Point Of Sale Withdrawal,MARK'S STORE #251 VANCOUVERBCCA,beem_ch,supplies/services,,,10-2025,2025,60.45
DEBIT,2025-10-13,-33.58,1000030272813476D,Point Of Sale Withdrawal,MARK'S STORE #251 VANCOUVERBCCA,beem_ch,supplies/services,,,10-2025,2025,33.58
DEBIT,2025-10-13,-31.18,2.0251E+14,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,10-2025,2025,31.18
DEBIT,2025-10-13,-41.31,2.0251E+14,DD/DOORDASHIGNITEPIZZE,DD/DOORDASHIGNITEPIZZE,cap_one_visa,food & bev,,,10-2025,2025,41.31
DEBIT,2025-10-14,-11.37,1000030272813484D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,10-2025,2025,11.37
DEBIT,2025-10-14,-8.36,1000030272813483D,Point Of Sale Withdrawal,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,10-2025,2025,8.36
DEBIT,2025-10-14,-81.24,1000030272813482D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,10-2025,2025,81.24
DEBIT,2025-10-14,-11.53,1000030272813481D,Point Of Sale Withdrawal,TST-The Juice Truck- W VancouverBCCA,beem_ch,food & bev,,,10-2025,2025,11.53
DEBIT,2025-10-14,-146.14,1000030272813480D,External Withdrawal,Auto Insurance Insurance Corporation of BC 030321177777,beem_ch,auto/local trans,,,10-2025,2025,146.14
